1,167923,415.8,193.1,32.4,75.9,-1,-1,-1,-1
1,167924,224.0,198.8,25.5,58.8,-1,-1,-1,-1
1,167929,503.1,189.6,34.2,86.1,-1,-1,-1,-1
1,167925,120.2,193.7,26.8,66.9,-1,-1,-1,-1
1,167928,349.5,187.9,30.6,87.0,-1,-1,-1,-1
1,167926,299.4,189.2,28.2,73.8,-1,-1,-1,-1
1,167927,145.1,186.9,31.5,72.6,-1,-1,-1,-1
2,167929,504.6,190.9,34.3,86.4,-1,-1,-1,-1
2,167926,298.3,189.3,28.4,74.3,-1,-1,-1,-1
2,167927,145.7,187.6,31.7,73.1,-1,-1,-1,-1
2,167928,352.9,189.4,30.6,86.7,-1,-1,-1,-1
2,167925,120.3,194.0,27.1,67.7,-1,-1,-1,-1
2,167923,416.9,194.1,32.2,75.4,-1,-1,-1,-1
2,167924,222.7,198.6,25.9,59.8,-1,-1,-1,-1
3,167927,146.8,186.7,32.6,75.3,-1,-1,-1,-1
3,167928,359.3,189.5,31.5,88.6,-1,-1,-1,-1
3,167929,508.1,190.5,34.9,87.8,-1,-1,-1,-1
3,167925,120.8,193.4,27.7,69.2,-1,-1,-1,-1
3,167924,218.6,197.8,26.6,61.6,-1,-1,-1,-1
3,167926,297.6,188.5,28.9,75.8,-1,-1,-1,-1
3,167923,419.0,194.0,32.7,76.7,-1,-1,-1,-1
4,167927,148.3,185.8,32.6,75.3,-1,-1,-1,-1
4,167924,216.3,195.9,26.8,62.4,-1,-1,-1,-1
4,167925,122.2,192.3,27.9,69.7,-1,-1,-1,-1
4,167923,420.9,192.1,33.4,78.3,-1,-1,-1,-1
4,167929,510.1,189.4,35.0,88.0,-1,-1,-1,-1
4,167928,363.6,188.5,32.2,89.8,-1,-1,-1,-1
4,167926,297.2,186.6,29.5,77.2,-1,-1,-1,-1
5,167926,296.6,185.2,30.1,78.7,-1,-1,-1,-1
5,167928,368.8,187.3,32.7,90.4,-1,-1,-1,-1
5,167924,214.3,196.0,26.5,62.0,-1,-1,-1,-1
5,167925,123.7,191.1,28.2,70.7,-1,-1,-1,-1
5,167923,423.4,190.4,33.7,79.0,-1,-1,-1,-1
5,167927,150.3,185.4,32.3,75.0,-1,-1,-1,-1
5,167929,514.9,186.8,35.7,89.8,-1,-1,-1,-1
6,167928,376.1,181.8,33.9,93.6,-1,-1,-1,-1
6,167923,426.9,186.1,34.0,79.8,-1,-1,-1,-1
6,167929,518.8,181.2,36.5,91.7,-1,-1,-1,-1
6,167924,212.6,193.5,26.2,61.1,-1,-1,-1,-1
6,167925,125.6,188.1,28.4,71.2,-1,-1,-1,-1
6,167926,295.8,181.4,30.7,80.0,-1,-1,-1,-1
6,167927,152.9,181.4,32.9,76.8,-1,-1,-1,-1
7,167926,293.0,181.6,31.2,81.0,-1,-1,-1,-1
7,167925,123.9,188.5,28.4,71.3,-1,-1,-1,-1
7,167928,380.7,180.1,34.4,95.2,-1,-1,-1,-1
7,167923,426.9,186.0,34.2,80.3,-1,-1,-1,-1
7,167924,208.6,194.2,26.3,60.8,-1,-1,-1,-1
7,167927,151.9,181.4,32.9,77.2,-1,-1,-1,-1
7,167929,519.5,180.9,36.9,92.5,-1,-1,-1,-1
8,167928,383.4,185.5,35.4,97.4,-1,-1,-1,-1
8,167923,424.2,192.0,34.3,80.4,-1,-1,-1,-1
8,167927,148.2,186.4,33.2,78.4,-1,-1,-1,-1
8,167925,119.3,193.7,28.9,72.6,-1,-1,-1,-1
8,167926,286.5,186.2,32.1,83.4,-1,-1,-1,-1
8,167929,517.4,187.5,37.1,93.0,-1,-1,-1,-1
8,167924,201.4,200.2,26.1,60.3,-1,-1,-1,-1
9,167924,197.8,201.1,26.3,60.7,-1,-1,-1,-1
9,167925,117.0,194.6,29.2,73.2,-1,-1,-1,-1
9,167923,422.8,192.5,34.8,81.8,-1,-1,-1,-1
9,167926,282.0,186.2,32.6,84.8,-1,-1,-1,-1
9,167929,516.2,188.8,36.9,92.5,-1,-1,-1,-1
9,167927,146.2,188.3,33.0,78.4,-1,-1,-1,-1
9,167928,387.0,186.5,36.4,98.6,-1,-1,-1,-1
10,167929,517.2,184.1,37.5,94.1,-1,-1,-1,-1
10,167927,144.7,185.3,33.4,79.5,-1,-1,-1,-1
10,167925,115.2,191.6,29.6,74.2,-1,-1,-1,-1
10,167924,193.0,198.2,26.0,60.2,-1,-1,-1,-1
10,167926,278.1,182.8,32.9,85.9,-1,-1,-1,-1
10,167923,422.7,188.5,35.0,82.3,-1,-1,-1,-1
10,167928,390.5,183.5,37.8,100.0,-1,-1,-1,-1
11,167924,185.5,198.0,26.0,60.7,-1,-1,-1,-1
11,167926,270.0,183.0,33.4,86.9,-1,-1,-1,-1
11,167925,110.3,190.8,30.3,76.0,-1,-1,-1,-1
11,167928,390.5,183.6,39.1,101.6,-1,-1,-1,-1
11,167923,420.5,188.6,34.9,82.7,-1,-1,-1,-1
11,167927,139.5,184.2,34.0,81.7,-1,-1,-1,-1
11,167929,514.3,183.7,37.6,94.4,-1,-1,-1,-1
12,167923,418.1,189.2,34.7,83.0,-1,-1,-1,-1
12,167928,390.8,183.9,39.7,102.8,-1,-1,-1,-1
12,167927,135.1,182.8,34.3,82.9,-1,-1,-1,-1
12,167925,105.5,189.4,31.0,77.4,-1,-1,-1,-1
12,167926,262.1,182.8,34.4,88.6,-1,-1,-1,-1
12,167924,178.1,197.5,26.2,61.4,-1,-1,-1,-1
12,167929,511.6,184.0,38.0,95.5,-1,-1,-1,-1
13,167925,101.3,185.5,32.1,79.9,-1,-1,-1,-1
13,167927,130.3,178.7,35.0,85.1,-1,-1,-1,-1
13,167924,170.2,194.3,26.5,62.3,-1,-1,-1,-1
13,167928,395.9,182.0,39.6,104.1,-1,-1,-1,-1
13,167929,510.3,183.0,38.6,96.9,-1,-1,-1,-1
13,167926,255.0,179.2,35.7,91.5,-1,-1,-1,-1
13,167923,416.3,187.3,34.8,84.3,-1,-1,-1,-1
14,167924,168.1,192.5,26.3,62.3,-1,-1,-1,-1
14,167923,418.6,185.6,34.5,84.5,-1,-1,-1,-1
14,167927,130.5,175.9,35.3,86.3,-1,-1,-1,-1
14,167926,252.9,176.3,36.4,92.8,-1,-1,-1,-1
14,167925,101.9,183.4,32.6,80.4,-1,-1,-1,-1
14,167929,512.2,181.0,38.7,97.2,-1,-1,-1,-1
14,167928,401.4,177.5,40.3,108.1,-1,-1,-1,-1
15,167929,515.0,181.6,39.1,98.3,-1,-1,-1,-1
15,167928,411.7,178.6,41.5,110.2,-1,-1,-1,-1
15,167924,166.1,195.5,26.0,61.8,-1,-1,-1,-1
15,167925,103.9,186.6,33.0,80.2,-1,-1,-1,-1
15,167923,418.5,184.9,34.8,85.2,-1,-1,-1,-1
15,167926,250.7,177.1,37.4,95.4,-1,-1,-1,-1
15,167927,131.2,177.6,35.9,87.7,-1,-1,-1,-1
16,167925,104.8,187.4,33.9,81.2,-1,-1,-1,-1
16,167924,163.7,195.3,26.3,63.0,-1,-1,-1,-1
16,167923,418.4,184.2,35.0,85.9,-1,-1,-1,-1
16,167926,246.3,176.3,38.2,97.5,-1,-1,-1,-1
16,167929,518.6,180.7,39.6,99.8,-1,-1,-1,-1
16,167928,419.5,179.2,43.1,112.1,-1,-1,-1,-1
16,167927,132.2,178.1,36.4,88.8,-1,-1,-1,-1
17,167927,131.6,178.3,36.7,89.6,-1,-1,-1,-1
17,167929,520.7,180.4,40.2,101.0,-1,-1,-1,-1
17,167924,160.9,195.5,26.0,62.7,-1,-1,-1,-1
17,167925,103.9,187.4,34.6,82.2,-1,-1,-1,-1
17,167926,241.7,175.9,39.1,99.4,-1,-1,-1,-1
17,167923,418.2,183.5,35.3,86.5,-1,-1,-1,-1
17,167928,423.7,179.3,44.9,114.4,-1,-1,-1,-1
18,167929,523.4,183.3,41.2,103.2,-1,-1,-1,-1
