1,-1,54.0,714.0,149.0,365.0,1.000000
1,-1,331.0,521.0,145.0,350.0,1.000000
1,-1,96.0,273.0,112.0,205.0,1.000000
1,-1,1429.0,225.0,90.0,200.0,1.000000
1,-1,282.0,436.0,114.0,310.0,1.000000
1,-1,732.0,495.0,162.0,335.0,1.000000
1,-1,486.0,144.0,77.0,194.0,1.000000
1,-1,599.0,207.0,77.0,195.0,1.000000
1,-1,685.0,221.0,101.0,187.0,1.000000
1,-1,1336.0,64.0,59.0,93.0,1.000000
1,-1,1093.0,217.0,100.0,221.0,1.000000
1,-1,900.0,167.0,83.0,195.0,1.000000
1,-1,845.0,63.0,73.0,172.0,0.000000
1,-1,1282.0,170.0,77.0,178.0,0.000000
1,-1,1046.0,153.0,72.0,197.0,0.000000
1,-1,839.0,188.0,83.0,185.0,0.000000
1,-1,783.0,88.0,72.0,169.0,0.000000
1,-1,364.0,194.0,77.0,204.0,0.000000
1,-1,406.0,211.0,71.0,204.0,0.000000
1,-1,743.0,142.0,76.0,197.0,0.000000
1,-1,691.0,123.0,72.0,175.0,0.000000
1,-1,1498.0,252.0,68.0,164.0,0.000000
1,-1,939.0,1.0,53.0,127.0,0.000000
1,-1,723.0,83.0,73.0,168.0,0.000000
1,-1,942.0,106.0,70.0,172.0,0.000000
1,-1,790.0,31.0,54.0,130.0,0.000000
1,-1,1119.0,108.0,60.0,128.0,0.000000
1,-1,1000.0,117.0,64.0,182.0,0.000000
2,-1,52.0,715.0,149.0,364.0,1.000000
2,-1,98.0,272.0,111.0,204.0,1.000000
2,-1,731.0,496.0,157.0,332.0,1.000000
2,-1,599.0,204.0,77.0,200.0,1.000000
2,-1,1433.0,222.0,88.0,200.0,1.000000
2,-1,281.0,436.0,116.0,306.0,1.000000
2,-1,487.0,143.0,78.0,192.0,1.000000
2,-1,1099.0,220.0,113.0,214.0,1.000000
2,-1,1337.0,62.0,59.0,90.0,1.000000
2,-1,326.0,523.0,148.0,351.0,1.000000
2,-1,685.0,222.0,101.0,185.0,1.000000
2,-1,1285.0,167.0,76.0,177.0,0.000000
2,-1,902.0,166.0,85.0,195.0,0.000000
2,-1,1048.0,152.0,70.0,194.0,0.000000
2,-1,846.0,61.0,71.0,172.0,0.000000
2,-1,842.0,187.0,81.0,183.0,0.000000
2,-1,406.0,209.0,73.0,202.0,0.000000
2,-1,745.0,141.0,76.0,197.0,0.000000
2,-1,782.0,86.0,74.0,167.0,0.000000
2,-1,692.0,120.0,71.0,178.0,0.000000
2,-1,364.0,190.0,74.0,202.0,0.000000
2,-1,1501.0,253.0,67.0,160.0,0.000000
2,-1,573.0,163.0,68.0,199.0,0.000000
2,-1,725.0,84.0,71.0,165.0,0.000000
2,-1,793.0,28.0,55.0,126.0,0.000000
2,-1,944.0,106.0,68.0,176.0,0.000000
2,-1,938.0,1.0,54.0,118.0,0.000000
2,-1,1120.0,107.0,59.0,134.0,0.000000
2,-1,1004.0,116.0,60.0,179.0,0.000000
2,-1,968.0,162.0,67.0,185.0,0.000000
3,-1,729.0,495.0,151.0,335.0,1.000000
3,-1,48.0,713.0,151.0,366.0,1.000000
3,-1,96.0,271.0,116.0,204.0,1.000000
3,-1,1439.0,222.0,84.0,198.0,1.000000
3,-1,686.0,222.0,101.0,185.0,1.000000
3,-1,318.0,525.0,155.0,349.0,1.000000
3,-1,600.0,204.0,76.0,197.0,1.000000
3,-1,488.0,143.0,78.0,191.0,1.000000
3,-1,276.0,433.0,118.0,304.0,1.000000
3,-1,1107.0,223.0,114.0,209.0,1.000000
3,-1,1050.0,150.0,69.0,197.0,0.000000
3,-1,849.0,61.0,71.0,171.0,0.000000
3,-1,902.0,164.0,83.0,195.0,0.000000
