1,1,199,813,140,268,1,1,0.836430
2,1,201,812,140,268,1,1,0.840150
3,1,203,812,140,268,1,1,0.840150
4,1,206,812,140,268,1,1,0.840150
5,1,208,812,140,268,1,1,0.840150
6,1,211,812,140,268,1,1,0.840150
7,1,214,812,140,268,1,1,0.840150
8,1,217,812,140,268,1,1,0.840150
9,1,220,812,140,268,1,1,0.840150
10,1,223,812,140,268,1,1,0.840150
11,1,227,812,140,269,1,1,0.837040
12,1,230,811,137,270,1,1,0.837640
13,1,233,810,135,271,1,1,0.834560
14,1,236,809,133,272,1,1,0.831500
15,1,239,808,131,273,1,1,0.828470
16,1,243,807,128,274,1,1,0.825450
17,1,245,807,128,274,1,1,0.825450
18,1,247,807,128,274,1,1,0.825450
19,1,250,807,128,274,1,1,0.825450
20,1,252,807,128,274,1,1,0.825450
21,1,255,808,128,273,1,1,0.828470
22,1,257,807,128,274,1,1,0.825450
23,1,259,807,129,274,1,1,0.825450
24,1,262,807,129,274,1,1,0.825450
25,1,264,806,129,274,1,1,0.825450
26,1,267,806,129,274,1,1,0.825450
27,1,269,806,130,274,1,1,0.825450
28,1,272,806,130,274,1,1,0.825450
29,1,275,807,130,273,1,1,0.828470
30,1,279,809,130,271,1,1,0.834560
31,1,283,810,129,271,1,1,0.834560
32,1,287,812,129,269,1,1,0.844440
33,1,291,814,129,267,1,1,0.837660
34,1,295,813,129,268,1,1,0.821500
35,1,299,813,129,268,1,1,0.808460
36,1,303,813,130,268,1,1,0.847580
37,1,307,813,130,268,1,1,0.847580
38,1,312,813,130,268,1,1,0.847580
39,1,315,811,130,270,1,1,0.841330
40,1,318,810,130,271,1,1,0.838240
41,1,321,808,130,273,1,1,0.832120
42,1,324,807,130,274,1,1,0.835230
43,1,328,806,130,275,1,1,0.837340
44,1,329,807,130,274,1,1,0.841470
45,1,330,808,130,273,1,1,0.845570
46,1,332,809,129,272,1,1,0.848520
47,1,333,810,129,271,1,1,0.852600
48,1,335,811,128,270,1,1,0.856750
49,1,335,809,130,272,1,1,0.853260
50,1,335,808,132,272,1,1,0.855790
51,1,335,807,134,273,1,1,0.854010
52,1,335,806,136,273,1,1,0.720760
53,1,335,805,138,273,1,1,0.713880
54,1,335,804,140,274,1,1,0.707780
55,1,338,803,137,274,1,1,0.716840
56,1,341,802,135,274,1,1,0.720210
57,1,344,802,133,274,1,1,0.726460
58,1,347,801,131,274,1,1,0.729090
59,1,351,801,128,274,1,1,0.735730
60,1,353,799,127,273,1,1,0.745720
61,1,356,798,126,272,1,1,0.744770
62,1,359,797,124,271,1,1,0.749940
63,1,361,795,124,271,1,1,0.755530
64,1,364,794,122,270,1,1,0.761380
65,1,367,793,121,269,1,1,0.767760
66,1,368,790,121,269,1,1,0.769610
67,1,370,788,121,269,1,1,0.767640
68,1,371,786,121,269,1,1,0.771550
69,1,373,784,121,269,1,1,0.769190
70,1,375,782,121,269,1,1,0.767400
71,1,376,782,121,269,1,1,0.775230
72,1,377,782,121,269,1,1,0.797690
73,1,378,782,121,269,1,1,0.791560
74,1,379,782,121,269,1,1,0.795510
75,1,379,779,123,267,1,1,0.780060
76,1,379,776,125,266,1,1,0.765440
77,1,379,773,127,264,1,1,0.754830
78,1,379,771,129,262,1,1,0.742970
79,1,380,768,129,262,1,1,0.738230
80,1,381,765,129,262,1,1,0.731150
81,1,383,763,129,262,1,1,0.722610
82,1,384,760,129,262,1,1,0.719160
83,1,385,757,129,262,1,1,0.712870
84,1,387,755,129,262,1,1,0.703920
85,1,388,753,127,262,1,1,0.711800
86,1,389,752,126,262,1,1,0.715340
87,1,390,750,124,262,1,1,0.721460
88,1,392,749,122,262,1,1,0.727290
89,1,392,746,122,261,1,1,0.725220
90,1,393,744,121,259,1,1,0.723770
91,1,393,742,121,257,1,1,0.716640
92,1,394,740,120,255,1,1,0.721620
93,1,395,738,120,253,1,1,0.716600
94,1,396,736,120,253,1,1,0.710680
95,1,398,735,120,253,1,1,0.703200
96,1,399,733,120,253,1,1,0.699130
97,1,401,732,120,253,1,1,0.693500
98,1,403,731,120,253,1,1,0.692130
99,1,403,729,120,253,1,1,0.685430
100,1,403,727,120,253,1,1,0.677230
101,1,403,726,121,253,1,1,0.668320
102,1,403,724,121,253,1,1,0.668870
103,1,403,723,122,253,1,1,0.662470
104,1,403,721,122,253,1,1,0.666350
105,1,404,720,122,253,1,1,0.658920
106,1,404,718,122,253,1,1,0.712340
107,1,405,717,122,253,1,1,0.717500
